PRG,County,Use,Address,City,State,TAX ID ,Tax ID ,Map/ Grid/ Parcel,Legal Desc.,Grantor,Grantee,Sale Date,Deed,Property Rights,Conditions at Sale,Time on Market,Sale Price,Price/GBA,Vacancy,NOI,CAP RATE,LAND SIZE (SF),GBA (SF),YEAR BUILT,Parking,Zone,Utilities,APT ONLY,APT ONLY,APT ONLY,APT ONLY,Comments
01-2011-30600-015,Frederick,Mixed,200-202 South Market Street,Frederick,MD,2,46946,417/ 6/ 72A,200-202 S Mkt St Frederick,Exposition LLC,"236 North Market, LLC",1/4/2017,11615/ 507,Leased-Fee,Arms-Length,Unknown,"$1,800,000.00 ",$230.77 ,0.00%,Unknown,Unknown,"2,480","7,800",1915,No onsite parking,DB,All available,,,,,The property consists of one restaurant located on the first floor (Il Porto) and apartments on the second and third floor.  There was no off-street parking.  Purchaser was the owner of the first-floor restaurant Il Porto.   
01-2011-40710-001,Frederick,Office Condo,"5260 Westview Drive, Unit 101",Frederick,MD,28,582617,86/ 3/ 215,Westview Office Condo Inc.,Manhoff Investments LLC,"Signagen Laboratories, LLC",5/28/2019,13008/ 291,Leased-Fee,Arms-Length,549,"$2,800,000.00 ",$198.64 ,0.00%,Unknown,Unknown,"14,766","14,766",2003,Onsite parking available,ORI,All available,,,,,"Unit consisted of first floor of building.  There were large open areas ideal for office, flex, surgical centers.    "
01-2011-40000-001,Frederick,Professional Office,17750 Creamery Road,Emmitsburg,MD,5,159970,300/ 24/ 1895,"Lot 1, Seton Square Center",Catoctin Holdings LLC,Peter & Julie Zachariadis,9/16/2019,13213/ 346,Leased-Fee,Arms-Length,Unknown,"$3,550,000.00 ",$167.71 ,8%,"$262,854 ",8%,"278,784","21,168",2001,Onsite parking available,I-P,All available,,,,,"The Property is improved with two nearly identical one-story office buildings that were constructed in 2001 and which include a total of 21,168 square feet of gross building area.  The first building, which is identified as “Building A,” includes approximately 10,584 square feet of gross building area.  The second building, which is identified as “Building B,” includes approximately 10,584 square feet of gross building area.   At the time of this appraisal, the buildings are 91.75% occupied and include eight tenants.  The property for this appraisal includes two lots (Lots 1 & 2) located in the Seton Square Center that includes a total of 6.40 acreas of land which is located on Creamery Road within the incorporated limits of Emmitsburg, Maryland.  Lot 1 and 2 includes 2.67 and 3.73 acres respectively (tax accounts 05-159970 & 05-187192)."
01-2011-30000-001,Frederick,Retail,36 East Frederick Street,Walkersville,MD,26,506271,851/ 1211,Glade Towne,Torres Coverings LLC,Starkey Holdings LLC,,,Leased-Fee,Arms-Length,,"$350,000.00 ",$159.09 ,0.00%,Unknown,Unknown,"13,939","2,200",1976,Onsite parking available,B-2,All available,,,,,"The property is improved with a one-story retail building that contains approximately 2,200 square feet of gross building area that was originally constructed in 1976 as a convenience store (“High’s”).  The current owners have used the building for their retail business – “Olde Towne Jewelers” – and have leased a portion of the building to various retail tenants.  This property was purchased by a flooring retailer for a retail showroom."
01-2011-30000-002,Frederick,Retail,14802 North Franklinville Road,Thurmont ,MD,15,324104,19/ 5/ 151,W/S Old Route 15 at Route 15,"John Doll, et all",Bradley and Amber Seiss,1/12/2018,12230/ 332,Leased-Fee,Arms-Length,Unknown,"$1,475,000.00 ",$155.26 ,0.00%,Unknown,Unknown,"87,140","9,500",1983,Onsite parking available,GC,All available,,,,,"Free standing retail/office building with approximately 9,500 feet of gross building area that was originally constructed in 1983.  Property has 20 parking spaces and was 100% occupied at the time of sale."
01-2011-VAC-001,Frederick,Vacant Land,East Main Street,Middletown,MD,3,140989,501/ 21/ 395,Northside of Route 40A Near Middletown,First Financial Bank,Mark Lancaster,1/30/2019,12818/ 58,Fee Simple,Arms-Length,Unknown,"$950,000.00 ",,,,,"328,442",,,N/A,GC,All available,,,,,"Property was sold with concept plan approval from Middletown Planning for self -storage facility, office and retail uses on the site.  Purchaser spent $125,000 prior to the sale for legal fees, engineering and site work.  "
01-2011-VAC-002,Frederick,Vacant Land,6825 Putman Road,Frederick,MD,20,407840,40/ 546,Chapel Hill,FCNB Custodian for Ching-Jou,JR Mitchell LLC,4/24/2017,11782/ 271,Fee Simple,Arms-Length,Unknown,"$1,000,000.00 ",,,,,"172,933",,,N/A,GC,Private Well and Septic,,,,,"Property purchased with site plan approval for a 7,200 square foot convenience and fuel retailing facility.  Retail sales will include beer, wine, and liquor sales; grill area, and small grocery.  Site plan also includes canopy with four fuel pump islands.  Purchaser approached owner directly, the property was previously listed.  Owner engaged broker to facilitate transaction.       "
01-2011-VAC-003,Frederick,Vacant Land,5221 Intercoastal Drive (Lot 5),New Market,MD,9,592463,88/ 4/ 196,,Baldwin Road Development,Floor Gys Properties LLC,3/15/2017,10380/238,Fee Simple,Arms-Length,2093,"$1,719,576.00 ",,,,,"207,781",,,Onsite parking available,GI,All available,,,,,"At the time of sale, the purchaser obtained approval for the construction of a multi-tenant office/warehouse flex building with 68,318 square feet of gross building area.  They plan to occupy a portion of the building for the manufacture, storage and distribution of flooring products.     "
01-2011-VAC-004,Frederick,Vacant Land,9754 Dr Perry Road,Frederick,MD,7,256604,105/ 17/ 31,Frederick Preserve,JKJ Properties LLC,Frederick Preserve Industrial LLC,11/28/2018,12738/ 199,Fee Simple,Arms-Length,Unknown,"$418,000.00 ",,,,,"123,710",,,Onsite parking available,LI,All available,,,,,"Property purchased as vacant and has been approved for the development of a 10,320SF landscape contractor office and storage use in conjunction with Lot 4."
01-2011-VAC-005,Frederick,Vacant Land,9746 Dr Perry Road,Frederick,MD,7,256612,105/ 17/ 31,Frederick Preserve,FPI Lot 4 LLC,JKJ Properties LLC,11/28/2018,12738/ 243,Fee Simple,Arms-Length,Unknown,"$580,000.00 ",,,,,"182,081",,,Onsite parking available,LI,All available,,,,,"Property purchased as vacant and has been approved for the development of a 10,320SF landscape contractor office and storage use, in conjunction with Lot 3."
01-2011-VAC-006,Frederick,Vacant Land,821 Main Street,Middletown,MD,3,140989,501/ 21/ 395,,First Financial Bank NA,Mark Lancaster Properties LLC,1/30/2019,5333/ 194,Fee Simple,Arms-Length,Unknown,"$950,000.00 ",,,,,"328,442",,,Onsite parking available,GC,All available,,,,,"Vacant, unimproved land purchased by a developer.  Approval granted for a three story office building, two retail buildings and a self-storage facility.      "
01-2011-50710-001,Frederick,Warehouse Condo,5903 Enterprise Court,Frederick,MD,23,446529,414/ 1/ 97,Jefferson Pike Business Park,Sales Investment Group LLC,Hausler LLC,9/6/20217,8606/ 10,Leased-Fee,Arms-Length,Unknown,"$500,000.00 ",$80.00 ,0.00%,Unknown,Unknown,"5,000","6,208",1991,Onsite parking available,GC,All available,,,,,Office/Warehouse flex building condominium built in 1991.  Office finish is approximately 36% of the condominium unit and warehouse finish is approximately 64%.  
01-2011-50000-001,Frederick,Warehouse/ Flex,255 East Fourth Street,Frederick,MD,2,033399 & 033402,414/ 2/ 1709A,,"225 Frederick, LLC",H & P Poperties LLC,2/27/2017,11715/ 381,Leased-Fee,Arms-Length,74,"$510,000.00 ",$92.73 ,Unknown,Unknown,Unknown,"7,925","5,500",1910,Onsite parking available,DB,All available,,,,,This property has a partial two-story along 4th   and East street within downtown Frederick.  This is a flex building: retail/warehouse.   Property provides good frontage along growing East Street corridor.  Interior was in fair condition.  
01-2011-50000-002,Frederick,Warehouse/ Flex,260 Interstate Circle,Frederick,MD,2,228483,424/ 15/ 2141,,260 Interstate LLC,Interstate Investors LLC,11/7/2018,11897/ 168,Leased-Fee,Arms-Length,Unknown,"$9,225,000.00 ",$85.96 ,Unknown,Unknown,Unknown,"249,599","107,312",2001,Onsite parking available,M1,All available,,,,,"One story multi-unit flex building built in 2001 with approximately 107,312 square feet of building area.  Tenants have individual entrances with finished office space and warehouse areas."
01-2011-50000-003,Frederick,Warehouse/ Flex,4326 Wedgewood Blvd,Frederick,MD,1,29703,86/ 14/ 230,Wedgewood Business Park,Macben LLC,Frederick CML LLC,7/13/2018,12517/ 395,Leased-Fee,Arms-Length,161,"$4,000,000.00 ",$95.99 ,Unknown,Unknown,Unknown,"132,858","41,667",1997,Onsite parking available,LI,All available,,,,,"Two story multi-tenant flex building built in 1997 with approximately 41,667 square feet of gross building area.  Over 50% of the space is open warehouse, with 24’ clear span.  "
01-2011-50000-004,Frederick,Warehouse/ Flex,5350 Partners Court,Frederick,MD,28,564104,86/ 3/ 215,Westview,44 North Properties LLC,K&R Properties LLC,12/29/2017,12204/ 306,Leased-Fee,Arms-Length,930,"$4,500,000.00 ",$66.89 ,0.00%,Unknown,Unknown,"261,796","67,275",1990/ 1996,Onsite parking available,ORI,All available,,,,,"One story office building built in 1990 and 1996 with approximately 67,275 square feet of building area.  Purchased by existing tenants who occupied approximately 75% of the building after purchase.  Purchaser invested approximately $785,000 for renovations and fit out space for tenants.  Currently, building has three tenants."
01-2011-50000-005,Frederick,Warehouse/ Flex,5843 Urbana Pike,Frederick,MD,28,539371,77/ 16/ 121,,Clark and Nancy Ralph,5843 Urbana Pike LLC,4/13/2018,12373/ 290,Leased-Fee,Arms-Length,Unknown,"$1,500,000.00 ",$120.00 ,0.00%,Unknown,Unknown,"45,738","12,470",1965,Onsite parking available,GC,All available,,,,,"Property purchased by a steel company who plans to operate their business from this location.  The subject property is improved with a one-story flex building with a that was originally constructed in 1965 according to the state assessment database.  The property consists of 12,470 square feet. And was in average condition at the time of sale."
01-2011-50000-006,Frederick,Warehouse/ Flex,532 East Church Street,Frederick,MD,2,117517,414/ 6/ 1332A,,Turning Point Investments LLC,PM Real Estate LLC,6/28/2017,11897/ 168,Leased-Fee,Arms-Length,287,"$799,000.00 ",$87.02 ,0.00%,Unknown,Unknown,"36,373","9,100",1900,Onsite parking available,M1,All available,,,,,"Property purchased by a roofing contractor who plans to operate their business from this location.  The subject property is improved with a one story office building with a basement, that was originally constructed in 1900 according to the state assessment database.  The office building is comprised of 4,365 sq.ft., of which 930 sq.ft. is unfinished storage area, with the remainder being finished office space. In addition, the subject parcel is also improved with three storage buildings/garages that total 4,735 sq. ft. for a total sq.ft. of 9,100 sq.ft., and a FAR of 0.25 for the entire site.  Condition of the improvements and site are below average."
01-2011-50000-007,Frederick,Warehouse/ Flex,4101 Harvard Place,Frederick,MD,1,25511,94/ 2/ 89,,"Sugarloaf View, LLC","Blue Diamond River, LLC",4/25/2018,12381/ 162,Leased-Fee,Arms-Length,Unknown,"$850,000.00 ",$110.68 ,0.00%,Unknown,Unknown,"77,493","7,680",2001,Onsite parking available,LI,All available,,,,,"This property improved with a storage warehouse and office building (constructed in 2001) that has approximately 7,680 square feet of building area. The office is approximately less than 10% of building total and remaining is storage warehouse."
01-2011-50000-008,Frederick,Warehouse/ Flex,312 East 4th Street,Frederick,MD,2,15757,414/ 3/ 1492A,,Denton Garst Family LTM,East County Auto LLC,3/30/2017,11746/ 32,Fee Simple ,Arms-Length,Unknown,"$500,000.00 ",$107.99 ,0.00%,Unknown,Unknown,"10,019","4,630",1974,Onsite parking available,M1,All available,,,,,"Property purchased by auto repair contractor who plans to operate their business from this location.  The subject property is improved with a one-story office/retail area and shop, that was originally constructed in 1974 according to the state assessment database.  "
01-2016-40710-001,Montgomery,Office Condo,"5834 Hubbard Drive, Unit 16A",Rockville,MD,4,2271754,Map GQ62,UN 16-A Georgetown Park PH 5,Robert Sweredoski,Rubon Development Company,12/7/2018,56955/ 286,Fee Simple,Arms-Length,Unknown,"$460,000.00 ",$363.00 ,0.00%,Unknown,Unknown,"2,663","1,268",1981,Onsite parking available,C2,All available,,,,,"Office Condominium built in 1981, and currently used as a professional office and was in average condition at the time of sale."
01-2016-40710-002,Montgomery,Office Condo,"9007 Shady Grove Court, Unit 30B",Gaithersburg,MD,9,2070355,Map FS62,Shady Grove Professional Park,MCD Partnership,Leonard Latti,3/15/2018,55771/ 30,Fee Simple,Arms-Length,Unknown,"$267,500.00 ",$277.00 ,0.00%,Unknown,Unknown,"2,626",964,1982,Onsite parking available,I1,All available,,,,,"Office Condominium built in 1982, and currently used as a professional office and was in average condition at the time of sale."
01-2016-30000-001,Montgomery,Retail,106 North Frederick Avenue,Gaithersburg,MD,9,818416,FT42/ P949/ 201,Valentine Garden Enl,Wilson Clagett,MCCW Gaithersburg LLC,7/18/2017,54609/ 386,Leased-Fee,Arms-Length,Unknown,"$925,000.00 ",$241.00 ,0.00%,Unknown,Unknown,"12,091","3,840",1967,Onsite parking available,CD,All available,,,,,Retail building originally constructed in 1967.  Currently leased by a cannabis dispensary and has a parking available for 18 vehicles.
